Gene	CG_sites	mCG_sites	CG_reads	mCG_reads	CG_methylation_level	CHG_sites	mCHG_sites	CHG_reads	mCHG_reads	CHG_methylation_level	CHH_sites	mCHH_sites	CHH_reads	mCHH_reads	CHH_methylation_level	C_sites	mC_sites	C_reads	mC_reads	C_methylation_level
572336373	0	0	0	0	nan	0	0	0	0	nan	1	0	1	0	0.0	1	0	1	0	0.0
572336374	0	0	0	0	nan	0	0	0	0	nan	41	0	284	3	0.0105633802817	41	0	284	3	0.0105633802817
572336389	6	0	62	0	0.0	13	0	194	4	0.020618556701	23	0	286	5	0.0174825174825	42	0	542	9	0.0166051660517
572336390	2	0	14	0	0.0	0	0	0	0	nan	35	0	175	2	0.0114285714286	37	0	189	2	0.010582010582
572336392	0	0	0	0	nan	4	1	46	3	0.0652173913043	37	0	396	1	0.00252525252525	41	1	442	4	0.00904977375566
572336400	14	2	37	9	0.243243243243	11	0	31	1	0.0322580645161	28	0	78	0	0.0	53	2	146	10	0.0684931506849
572336405	6	0	17	0	0.0	12	0	34	1	0.0294117647059	34	0	94	2	0.0212765957447	52	0	145	3	0.0206896551724
572336409	4	3	62	61	0.983870967742	2	0	39	0	0.0	17	0	218	3	0.0137614678899	23	3	319	64	0.200626959248
572336420	5	1	10	10	1.0	6	0	13	0	0.0	10	0	21	0	0.0	21	1	44	10	0.227272727273
572336422	8	1	22	3	0.136363636364	3	0	7	0	0.0	41	0	110	1	0.00909090909091	52	1	139	4	0.0287769784173
572336429	5	2	12	12	1.0	11	0	25	0	0.0	46	0	112	0	0.0	62	2	149	12	0.0805369127517
572336430	2	1	6	4	0.666666666667	4	0	13	0	0.0	48	0	175	1	0.00571428571429	54	1	194	5	0.0257731958763
572336439	8	0	18	0	0.0	8	0	17	0	0.0	16	0	31	0	0.0	32	0	66	0	0.0
572336446	8	0	11	10	0.909090909091	9	0	15	0	0.0	50	0	83	0	0.0	67	0	109	10	0.0917431192661
572336447	9	0	56	0	0.0	8	0	47	1	0.0212765957447	17	0	148	0	0.0	34	0	251	1	0.00398406374502
572336450	6	0	47	0	0.0	9	0	68	0	0.0	37	0	238	0	0.0	52	0	353	0	0.0
572336460	0	0	0	0	nan	12	0	54	0	0.0	40	0	169	0	0.0	52	0	223	0	0.0
572336471	1	0	7	0	0.0	1	0	7	0	0.0	23	0	182	1	0.00549450549451	25	0	196	1	0.00510204081633
572336478	4	0	10	0	0.0	7	0	20	0	0.0	42	0	103	0	0.0	53	0	133	0	0.0
572336479	2	0	24	0	0.0	6	0	64	1	0.015625	26	0	307	1	0.00325732899023	34	0	395	2	0.00506329113924
572336499	4	0	5	3	0.6	12	0	12	0	0.0	35	0	39	0	0.0	51	0	56	3	0.0535714285714
572336501	10	2	20	16	0.8	5	2	12	10	0.833333333333	47	5	110	25	0.227272727273	62	9	142	51	0.359154929577
572336517	6	6	49	48	0.979591836735	8	0	62	2	0.0322580645161	48	0	372	3	0.00806451612903	62	6	483	53	0.109730848861
572336522	0	0	0	0	nan	5	0	5	0	0.0	20	0	20	0	0.0	25	0	25	0	0.0
572336526	0	0	0	0	nan	8	0	34	0	0.0	38	0	141	1	0.00709219858156	46	0	175	1	0.00571428571429
572336527	6	0	54	1	0.0185185185185	6	0	59	0	0.0	21	0	150	1	0.00666666666667	33	0	263	2	0.00760456273764
572336537	2	0	3	0	0.0	12	0	19	0	0.0	47	0	75	0	0.0	61	0	97	0	0.0
572336543	5	3	11	10	0.909090909091	1	0	2	0	0.0	17	0	36	1	0.0277777777778	23	3	49	11	0.224489795918
572336553	2	0	3	3	1.0	27	0	42	0	0.0	47	0	60	0	0.0	76	0	105	3	0.0285714285714
572336554	4	0	30	0	0.0	7	0	36	0	0.0	32	0	250	0	0.0	43	0	316	0	0.0
572336556	2	1	4	4	1.0	9	0	16	0	0.0	43	0	65	1	0.0153846153846	54	1	85	5	0.0588235294118
572336567	0	0	0	0	nan	2	0	31	0	0.0	35	0	436	2	0.0045871559633	37	0	467	2	0.00428265524625
572336574	5	2	16	9	0.5625	6	0	22	0	0.0	34	0	98	1	0.0102040816327	45	2	136	10	0.0735294117647
572336581	3	0	3	2	0.666666666667	20	0	26	0	0.0	35	0	41	1	0.0243902439024	58	0	70	3	0.0428571428571
572336582	0	0	0	0	nan	0	0	0	0	nan	36	0	368	3	0.00815217391304	36	0	368	3	0.00815217391304
572336591	0	0	0	0	nan	12	0	81	4	0.0493827160494	42	3	267	6	0.0224719101124	54	3	348	10	0.0287356321839
572336601	8	8	43	40	0.93023255814	9	2	55	8	0.145454545455	39	0	244	4	0.016393442623	56	10	342	52	0.152046783626
572336602	0	0	0	0	nan	5	0	79	2	0.0253164556962	40	0	370	3	0.00810810810811	45	0	449	5	0.011135857461
572336608	1	0	1	1	1.0	8	0	10	0	0.0	45	0	51	0	0.0	54	0	62	1	0.0161290322581
572336619	0	0	0	0	nan	7	0	152	3	0.0197368421053	7	0	148	0	0.0	14	0	300	3	0.01
572336624	2	0	17	0	0.0	3	0	17	0	0.0	39	0	304	0	0.0	44	0	338	0	0.0
572336629	9	6	28	21	0.75	16	0	48	0	0.0	39	0	127	1	0.00787401574803	64	6	203	22	0.108374384236
572336630	6	0	25	0	0.0	8	0	35	1	0.0285714285714	30	0	86	1	0.0116279069767	44	0	146	2	0.013698630137
572336634	2	0	2	2	1.0	12	0	18	0	0.0	43	0	54	0	0.0	57	0	74	2	0.027027027027
572336637	9	0	9	4	0.444444444444	12	0	14	0	0.0	31	0	34	0	0.0	52	0	57	4	0.0701754385965
572336646	2	1	6	5	0.833333333333	7	1	21	5	0.238095238095	37	2	111	14	0.126126126126	46	4	138	24	0.173913043478
572336650	18	0	40	0	0.0	24	0	44	0	0.0	37	0	66	0	0.0	79	0	150	0	0.0
572336651	18	0	42	0	0.0	6	0	15	0	0.0	34	0	144	0	0.0	58	0	201	0	0.0
572336658	6	5	23	22	0.95652173913	6	0	23	0	0.0	42	0	144	0	0.0	54	5	190	22	0.115789473684
572336704	4	1	10	4	0.4	8	2	19	7	0.368421052632	40	0	112	2	0.0178571428571	52	3	141	13	0.0921985815603
572336710	2	1	4	4	1.0	2	0	5	0	0.0	37	0	99	0	0.0	41	1	108	4	0.037037037037
572336743	14	0	69	0	0.0	15	0	75	0	0.0	27	0	97	1	0.0103092783505	56	0	241	1	0.00414937759336
572336756	7	0	7	5	0.714285714286	11	0	15	0	0.0	36	0	44	0	0.0	54	0	66	5	0.0757575757576
572336759	0	0	0	0	nan	2	0	4	1	0.25	45	0	86	3	0.0348837209302	47	0	90	4	0.0444444444444
572336772	6	2	20	11	0.55	6	1	22	3	0.136363636364	45	0	196	2	0.0102040816327	57	3	238	16	0.0672268907563
572336786	0	0	0	0	nan	0	0	0	0	nan	32	0	632	4	0.00632911392405	32	0	632	4	0.00632911392405
572336831	0	0	0	0	nan	2	2	26	13	0.5	25	3	297	49	0.164983164983	27	5	323	62	0.191950464396
572336874	0	0	0	0	nan	0	0	0	0	nan	31	0	103	2	0.0194174757282	31	0	103	2	0.0194174757282
572336914	0	0	0	0	nan	4	0	17	0	0.0	34	0	109	5	0.045871559633	38	0	126	5	0.0396825396825
572336918	2	0	3	0	0.0	7	0	11	0	0.0	17	0	22	0	0.0	26	0	36	0	0.0
572336923	2	0	6	0	0.0	4	0	17	0	0.0	22	0	141	2	0.0141843971631	28	0	164	2	0.0121951219512
572336933	4	0	5	5	1.0	11	0	18	0	0.0	19	0	36	1	0.0277777777778	34	0	59	6	0.101694915254
572336951	6	0	8	1	0.125	13	0	19	0	0.0	36	0	49	0	0.0	55	0	76	1	0.0131578947368
572336953	2	0	14	0	0.0	4	0	31	0	0.0	40	0	295	1	0.00338983050847	46	0	340	1	0.00294117647059
572336956	2	0	27	0	0.0	6	0	83	1	0.0120481927711	35	0	464	7	0.0150862068966	43	0	574	8	0.01393728223
572336958	1	1	6	2	0.333333333333	0	0	0	0	nan	47	0	54	0	0.0	48	1	60	2	0.0333333333333
572336965	2	0	15	0	0.0	4	0	22	0	0.0	33	0	182	1	0.00549450549451	39	0	219	1	0.00456621004566
572336967	2	0	8	1	0.125	0	0	0	0	nan	42	0	157	1	0.00636942675159	44	0	165	2	0.0121212121212
572336984	6	1	10	8	0.8	5	0	8	0	0.0	38	0	63	1	0.015873015873	49	1	81	9	0.111111111111
572337007	4	0	7	7	1.0	9	0	14	0	0.0	42	0	58	0	0.0	55	0	79	7	0.0886075949367
572337018	5	0	8	0	0.0	12	0	33	0	0.0	37	0	110	1	0.00909090909091	54	0	151	1	0.00662251655629
572337031	3	0	3	3	1.0	0	0	0	0	nan	9	0	12	5	0.416666666667	12	0	15	8	0.533333333333
572337038	0	0	0	0	nan	4	0	4	0	0.0	29	0	29	0	0.0	33	0	33	0	0.0
572337057	2	0	2	1	0.5	2	0	2	0	0.0	23	0	23	0	0.0	27	0	27	1	0.037037037037
572337059	4	1	8	5	0.625	3	0	10	1	0.1	29	0	84	4	0.047619047619	36	1	102	10	0.0980392156863
572337081	1	0	1	0	0.0	8	0	8	1	0.125	14	0	14	0	0.0	23	0	23	1	0.0434782608696
572337083	6	0	6	2	0.333333333333	13	0	13	1	0.0769230769231	43	0	43	0	0.0	62	0	62	3	0.0483870967742
572337085	4	4	27	27	1.0	11	0	73	1	0.013698630137	34	0	189	2	0.010582010582	49	4	289	30	0.103806228374
572337089	8	8	83	64	0.771084337349	0	0	0	0	nan	39	10	285	40	0.140350877193	47	18	368	104	0.282608695652
572337118	4	4	20	19	0.95	2	2	17	14	0.823529411765	13	7	162	21	0.12962962963	19	13	199	54	0.27135678392
572337125	4	0	17	0	0.0	6	0	29	2	0.0689655172414	34	0	141	0	0.0	44	0	187	2	0.0106951871658
572337135	2	2	17	15	0.882352941176	0	0	0	0	nan	28	0	173	6	0.0346820809249	30	2	190	21	0.110526315789
572337140	2	2	10	7	0.7	2	0	16	0	0.0	41	0	207	1	0.0048309178744	45	2	233	8	0.0343347639485
572337199	2	0	4	4	1.0	2	0	2	0	0.0	9	0	9	0	0.0	13	0	15	4	0.266666666667
572337201	4	0	12	0	0.0	8	0	16	0	0.0	43	0	92	0	0.0	55	0	120	0	0.0
572337204	2	0	5	0	0.0	3	0	17	1	0.0588235294118	9	0	52	0	0.0	14	0	74	1	0.0135135135135
572337208	1	1	3	3	1.0	5	0	15	0	0.0	18	0	66	0	0.0	24	1	84	3	0.0357142857143
572337210	2	0	4	0	0.0	3	0	4	0	0.0	26	0	30	0	0.0	31	0	38	0	0.0
572337252	0	0	0	0	nan	4	2	9	6	0.666666666667	23	1	53	5	0.0943396226415	27	3	62	11	0.177419354839
572337254	12	9	68	48	0.705882352941	10	5	44	32	0.727272727273	35	6	188	26	0.13829787234	57	20	300	106	0.353333333333
572337323	4	0	12	0	0.0	4	0	15	0	0.0	20	0	57	1	0.0175438596491	28	0	84	1	0.0119047619048
572337426	0	0	0	0	nan	2	0	21	0	0.0	39	0	217	2	0.00921658986175	41	0	238	2	0.00840336134454
572337490	1	0	1	1	1.0	3	1	9	3	0.333333333333	26	0	95	3	0.0315789473684	30	1	105	7	0.0666666666667
572337561	2	0	10	0	0.0	2	0	6	0	0.0	7	0	26	0	0.0	11	0	42	0	0.0
572337562	5	0	6	0	0.0	3	0	3	0	0.0	10	0	10	1	0.1	18	0	19	1	0.0526315789474
572337564	0	0	0	0	nan	2	0	4	0	0.0	12	0	23	0	0.0	14	0	27	0	0.0
572337574	4	0	5	0	0.0	0	0	0	0	nan	13	0	30	0	0.0	17	0	35	0	0.0
572337590	11	7	33	33	1.0	12	2	36	18	0.5	48	4	136	37	0.272058823529	71	13	205	88	0.429268292683
572337592	0	0	0	0	nan	6	0	42	0	0.0	31	0	288	0	0.0	37	0	330	0	0.0
572337607	4	0	14	0	0.0	2	0	5	0	0.0	20	0	68	0	0.0	26	0	87	0	0.0
572337612	2	0	3	0	0.0	10	0	12	0	0.0	48	0	56	1	0.0178571428571	60	0	71	1	0.0140845070423
572337614	0	0	0	0	nan	0	0	0	0	nan	26	0	42	5	0.119047619048	26	0	42	5	0.119047619048
572337640	6	0	9	2	0.222222222222	5	0	8	0	0.0	43	0	80	1	0.0125	54	0	97	3	0.0309278350515
572337691	2	0	6	0	0.0	2	0	6	1	0.166666666667	30	0	79	0	0.0	34	0	91	1	0.010989010989
572337698	3	0	27	1	0.037037037037	10	0	42	0	0.0	22	0	135	0	0.0	35	0	204	1	0.00490196078431
572337716	6	0	33	0	0.0	8	0	45	0	0.0	35	0	179	1	0.00558659217877	49	0	257	1	0.00389105058366
572337725	4	0	9	0	0.0	10	0	29	0	0.0	40	0	101	1	0.00990099009901	54	0	139	1	0.00719424460432
572337730	2	1	4	4	1.0	7	0	15	0	0.0	25	0	68	1	0.0147058823529	34	1	87	5	0.0574712643678
572337751	0	0	0	0	nan	4	0	15	0	0.0	32	0	111	0	0.0	36	0	126	0	0.0
572337759	0	0	0	0	nan	1	0	11	0	0.0	26	0	235	0	0.0	27	0	246	0	0.0
572337770	5	0	41	1	0.0243902439024	10	0	79	0	0.0	47	0	198	0	0.0	62	0	318	1	0.00314465408805
572337785	5	2	12	10	0.833333333333	13	0	27	0	0.0	40	0	92	1	0.0108695652174	58	2	131	11	0.0839694656489
572337791	1	0	12	0	0.0	2	0	8	0	0.0	43	0	289	1	0.00346020761246	46	0	309	1	0.00323624595469
572337808	4	0	7	0	0.0	6	0	15	0	0.0	36	1	66	4	0.0606060606061	46	1	88	4	0.0454545454545
572337827	8	0	26	0	0.0	9	0	37	0	0.0	21	0	72	2	0.0277777777778	38	0	135	2	0.0148148148148
572337843	4	2	8	7	0.875	12	0	29	0	0.0	31	0	79	0	0.0	47	2	116	7	0.0603448275862
572337880	1	0	1	1	1.0	1	0	1	1	1.0	8	0	8	1	0.125	10	0	10	3	0.3
572337900	4	1	9	3	0.333333333333	9	0	21	1	0.047619047619	41	0	82	1	0.0121951219512	54	1	112	5	0.0446428571429
572337931	1	0	9	0	0.0	4	3	39	9	0.230769230769	19	1	181	3	0.0165745856354	24	4	229	12	0.0524017467249
572337935	4	0	16	0	0.0	7	0	37	0	0.0	42	0	328	0	0.0	53	0	381	0	0.0
572337956	6	0	17	0	0.0	7	0	24	0	0.0	34	0	122	1	0.00819672131148	47	0	163	1	0.00613496932515
572337958	4	1	7	4	0.571428571429	7	0	9	0	0.0	49	0	82	1	0.0121951219512	60	1	98	5	0.0510204081633
572337960	4	0	27	0	0.0	8	0	51	0	0.0	22	0	67	0	0.0	34	0	145	0	0.0
572337996	0	0	0	0	nan	11	0	139	0	0.0	21	0	146	1	0.00684931506849	32	0	285	1	0.00350877192982
572338018	0	0	0	0	nan	2	0	24	0	0.0	36	1	480	6	0.0125	38	1	504	6	0.0119047619048
572338026	0	0	0	0	nan	2	0	43	0	0.0	17	0	254	2	0.00787401574803	19	0	297	2	0.00673400673401
572338063	12	0	137	0	0.0	5	0	42	0	0.0	33	0	239	1	0.00418410041841	50	0	418	1	0.00239234449761
572338071	8	1	18	3	0.166666666667	14	0	36	0	0.0	45	0	105	0	0.0	67	1	159	3	0.0188679245283
572338075	0	0	0	0	nan	2	1	13	13	1.0	27	7	222	42	0.189189189189	29	8	235	55	0.234042553191
572338078	1	0	1	1	1.0	0	0	0	0	nan	0	0	0	0	nan	1	0	1	1	1.0
572338090	2	0	55	0	0.0	2	0	46	0	0.0	11	0	301	5	0.0166112956811	15	0	402	5	0.0124378109453
572338094	2	0	13	0	0.0	3	0	17	0	0.0	48	0	269	0	0.0	53	0	299	0	0.0
572338096	3	0	3	3	1.0	5	0	6	0	0.0	39	0	62	0	0.0	47	0	71	3	0.0422535211268
572338099	2	0	3	3	1.0	6	0	12	0	0.0	45	0	81	0	0.0	53	0	96	3	0.03125
572338120	0	0	0	0	nan	9	0	24	0	0.0	35	0	93	1	0.010752688172	44	0	117	1	0.00854700854701
572338131	2	0	4	0	0.0	11	0	19	0	0.0	31	0	46	0	0.0	44	0	69	0	0.0
572338136	5	0	8	7	0.875	9	0	17	0	0.0	30	0	56	0	0.0	44	0	81	7	0.0864197530864
572338149	1	1	4	4	1.0	2	1	7	7	1.0	19	3	59	19	0.322033898305	22	5	70	30	0.428571428571
572338160	2	0	2	0	0.0	5	0	5	0	0.0	18	0	18	1	0.0555555555556	25	0	25	1	0.04
572338166	1	0	2	2	1.0	5	0	5	0	0.0	23	0	35	1	0.0285714285714	29	0	42	3	0.0714285714286
572338182	6	0	18	0	0.0	9	0	26	0	0.0	43	0	129	0	0.0	58	0	173	0	0.0
572338186	4	3	13	9	0.692307692308	8	4	26	20	0.769230769231	34	3	107	20	0.18691588785	46	10	146	49	0.335616438356
572338188	1	0	6	0	0.0	5	0	33	0	0.0	16	0	104	0	0.0	22	0	143	0	0.0
572338190	2	0	11	1	0.0909090909091	3	0	18	1	0.0555555555556	43	0	200	0	0.0	48	0	229	2	0.00873362445415
572338192	6	0	36	1	0.0277777777778	3	0	15	0	0.0	23	0	128	4	0.03125	32	0	179	5	0.0279329608939
572338195	1	0	26	0	0.0	2	0	75	1	0.0133333333333	18	0	631	2	0.00316957210777	21	0	732	3	0.00409836065574
572338199	2	0	12	0	0.0	6	0	25	0	0.0	10	0	50	0	0.0	18	0	87	0	0.0
572338211	6	4	116	95	0.818965517241	3	2	73	26	0.356164383562	30	5	591	43	0.072758037225	39	11	780	164	0.210256410256
572338213	12	8	53	37	0.698113207547	11	8	43	31	0.720930232558	50	2	198	17	0.0858585858586	73	18	294	85	0.289115646259
572338241	5	0	18	0	0.0	5	0	18	0	0.0	24	0	105	0	0.0	34	0	141	0	0.0
572338274	4	2	11	9	0.818181818182	16	0	46	0	0.0	23	0	61	0	0.0	43	2	118	9	0.0762711864407
572338305	7	0	9	9	1.0	12	0	13	0	0.0	27	0	30	0	0.0	46	0	52	9	0.173076923077
572338306	0	0	0	0	nan	0	0	0	0	nan	37	0	99	0	0.0	37	0	99	0	0.0
572338312	2	0	6	0	0.0	6	0	31	0	0.0	31	0	166	1	0.00602409638554	39	0	203	1	0.00492610837438
572338315	0	0	0	0	nan	5	0	6	0	0.0	18	0	25	0	0.0	23	0	31	0	0.0
572338330	8	1	41	6	0.146341463415	18	0	81	0	0.0	37	0	178	1	0.00561797752809	63	1	300	7	0.0233333333333
572338345	6	2	11	10	0.909090909091	5	0	9	0	0.0	40	0	80	0	0.0	51	2	100	10	0.1
572338356	0	0	0	0	nan	0	0	0	0	nan	39	2	102	9	0.0882352941176	39	2	102	9	0.0882352941176
572338362	4	0	33	1	0.030303030303	8	0	59	2	0.0338983050847	44	0	295	16	0.0542372881356	56	0	387	19	0.0490956072351
572338364	0	0	0	0	nan	8	0	14	0	0.0	51	0	101	0	0.0	59	0	115	0	0.0
572338369	2	0	3	3	1.0	6	0	14	0	0.0	44	0	75	1	0.0133333333333	52	0	92	4	0.0434782608696
572338382	4	3	13	12	0.923076923077	4	0	16	1	0.0625	27	0	105	1	0.00952380952381	35	3	134	14	0.10447761194
572338396	8	1	15	14	0.933333333333	3	0	5	0	0.0	41	0	71	0	0.0	52	1	91	14	0.153846153846
572338415	6	3	19	13	0.684210526316	3	3	15	15	1.0	11	0	38	6	0.157894736842	20	6	72	34	0.472222222222
572338423	0	0	0	0	nan	2	0	2	2	1.0	7	0	7	1	0.142857142857	9	0	9	3	0.333333333333
572338424	8	0	56	0	0.0	15	0	86	0	0.0	25	0	182	2	0.010989010989	48	0	324	2	0.00617283950617
572338431	8	0	68	1	0.0147058823529	3	0	20	1	0.05	31	0	275	3	0.0109090909091	42	0	363	5	0.0137741046832
572338436	10	0	53	0	0.0	7	0	48	0	0.0	50	0	280	1	0.00357142857143	67	0	381	1	0.00262467191601
572338439	1	1	10	9	0.9	3	2	37	5	0.135135135135	16	0	183	3	0.016393442623	20	3	230	17	0.0739130434783
572338450	5	0	9	2	0.222222222222	10	0	24	0	0.0	36	1	70	2	0.0285714285714	51	1	103	4	0.0388349514563
572338467	6	0	20	0	0.0	7	0	21	0	0.0	39	0	112	2	0.0178571428571	52	0	153	2	0.0130718954248
572338475	0	0	0	0	nan	8	0	10	0	0.0	47	0	63	2	0.031746031746	55	0	73	2	0.027397260274
572338476	6	0	10	0	0.0	8	0	18	0	0.0	42	0	85	0	0.0	56	0	113	0	0.0
572338482	2	0	5	0	0.0	0	0	0	0	nan	39	0	102	0	0.0	41	0	107	0	0.0
572338488	2	0	32	0	0.0	2	0	26	0	0.0	33	0	552	1	0.0018115942029	37	0	610	1	0.0016393442623
572338491	6	0	33	0	0.0	5	0	23	0	0.0	42	1	240	4	0.0166666666667	53	1	296	4	0.0135135135135
572338513	4	1	14	4	0.285714285714	11	0	73	2	0.027397260274	35	0	134	4	0.0298507462687	50	1	221	10	0.0452488687783
572338543	0	0	0	0	nan	4	0	8	0	0.0	43	0	161	1	0.00621118012422	47	0	169	1	0.00591715976331
572338567	2	0	4	0	0.0	7	0	20	0	0.0	36	0	80	1	0.0125	45	0	104	1	0.00961538461538
572338569	6	3	25	24	0.96	6	0	26	0	0.0	42	0	169	0	0.0	54	3	220	24	0.109090909091
572338575	6	0	41	0	0.0	6	0	42	0	0.0	32	0	241	1	0.00414937759336	44	0	324	1	0.00308641975309
572338584	12	11	43	36	0.837209302326	10	1	36	6	0.166666666667	35	0	127	6	0.0472440944882	57	12	206	48	0.233009708738
572338593	16	0	144	1	0.00694444444444	13	0	74	0	0.0	34	0	192	2	0.0104166666667	63	0	410	3	0.00731707317073
572338624	4	0	16	0	0.0	12	0	50	0	0.0	36	0	141	1	0.00709219858156	52	0	207	1	0.0048309178744
572338638	0	0	0	0	nan	4	0	6	0	0.0	26	0	43	0	0.0	30	0	49	0	0.0
572338649	4	3	17	17	1.0	5	4	20	17	0.85	37	14	127	50	0.393700787402	46	21	164	84	0.512195121951
572338669	4	4	56	54	0.964285714286	13	13	200	168	0.84	17	14	271	83	0.306273062731	34	31	527	305	0.578747628083
572338680	0	0	0	0	nan	4	0	4	0	0.0	33	0	44	0	0.0	37	0	48	0	0.0
572338696	7	2	18	9	0.5	9	0	25	1	0.04	34	0	92	0	0.0	50	2	135	10	0.0740740740741
572338702	8	0	19	0	0.0	6	0	14	0	0.0	48	0	109	2	0.0183486238532	62	0	142	2	0.0140845070423
572338715	2	0	3	3	1.0	10	0	28	1	0.0357142857143	31	0	73	0	0.0	43	0	104	4	0.0384615384615
572338724	8	6	33	29	0.878787878788	9	0	37	1	0.027027027027	41	0	194	3	0.0154639175258	58	6	264	33	0.125
572338762	2	0	2	0	0.0	16	0	20	0	0.0	38	0	46	0	0.0	56	0	68	0	0.0
572338770	6	0	88	0	0.0	0	0	0	0	nan	32	0	184	0	0.0	38	0	272	0	0.0
572338786	6	1	10	5	0.5	5	1	8	6	0.75	33	1	57	6	0.105263157895	44	3	75	17	0.226666666667
572338789	2	0	5	1	0.2	2	0	7	1	0.142857142857	12	0	29	0	0.0	16	0	41	2	0.0487804878049
572338790	1	0	11	0	0.0	4	0	43	1	0.0232558139535	21	0	209	2	0.00956937799043	26	0	263	3	0.0114068441065
572338794	2	0	3	0	0.0	2	0	3	0	0.0	25	0	34	1	0.0294117647059	29	0	40	1	0.025
572338806	0	0	0	0	nan	6	0	56	0	0.0	43	0	354	3	0.00847457627119	49	0	410	3	0.00731707317073
572338810	9	0	21	0	0.0	8	0	18	0	0.0	26	0	65	0	0.0	43	0	104	0	0.0
572338824	2	0	11	0	0.0	5	0	37	0	0.0	46	1	120	2	0.0166666666667	53	1	168	2	0.0119047619048
572338827	4	0	6	5	0.833333333333	12	0	19	0	0.0	41	0	67	1	0.0149253731343	57	0	92	6	0.0652173913043
572338830	0	0	0	0	nan	2	0	8	0	0.0	41	0	121	0	0.0	43	0	129	0	0.0
572338836	10	0	26	4	0.153846153846	13	0	27	0	0.0	34	0	78	1	0.0128205128205	57	0	131	5	0.0381679389313
572338854	5	1	10	4	0.4	10	0	18	0	0.0	40	0	84	1	0.0119047619048	55	1	112	5	0.0446428571429
572338863	2	0	17	0	0.0	2	0	17	0	0.0	34	0	215	1	0.0046511627907	38	0	249	1	0.00401606425703
572338882	1	0	4	0	0.0	4	0	19	0	0.0	30	0	73	0	0.0	35	0	96	0	0.0
572338888	8	0	23	1	0.0434782608696	7	0	23	0	0.0	35	0	103	0	0.0	50	0	149	1	0.00671140939597
572338923	2	0	6	0	0.0	7	0	20	0	0.0	42	0	117	0	0.0	51	0	143	0	0.0
572338953	8	0	40	0	0.0	5	0	25	0	0.0	23	0	92	1	0.0108695652174	36	0	157	1	0.00636942675159
572338977	4	0	4	4	1.0	5	0	5	3	0.6	36	0	36	10	0.277777777778	45	0	45	17	0.377777777778
572338981	4	3	14	13	0.928571428571	2	0	8	0	0.0	23	0	85	2	0.0235294117647	29	3	107	15	0.140186915888
572338984	2	0	4	3	0.75	11	0	23	0	0.0	45	0	81	2	0.0246913580247	58	0	108	5	0.0462962962963
572338987	2	0	4	0	0.0	12	0	26	0	0.0	43	0	89	0	0.0	57	0	119	0	0.0
572339009	4	1	8	8	1.0	3	1	6	3	0.5	43	2	82	20	0.243902439024	50	4	96	31	0.322916666667
572339012	7	0	18	0	0.0	9	0	19	0	0.0	25	0	54	1	0.0185185185185	41	0	91	1	0.010989010989
572339026	0	0	0	0	nan	0	0	0	0	nan	27	0	94	1	0.0106382978723	27	0	94	1	0.0106382978723
572339034	8	0	34	0	0.0	18	0	95	0	0.0	29	0	160	1	0.00625	55	0	289	1	0.00346020761246
572339071	1	0	2	0	0.0	1	0	2	0	0.0	8	0	16	0	0.0	10	0	20	0	0.0
572339077	14	10	44	40	0.909090909091	18	13	56	46	0.821428571429	19	3	68	14	0.205882352941	51	26	168	100	0.595238095238
572339083	4	0	7	3	0.428571428571	20	0	29	0	0.0	43	0	74	1	0.0135135135135	67	0	110	4	0.0363636363636
572339095	2	0	2	2	1.0	10	0	12	1	0.0833333333333	42	0	47	0	0.0	54	0	61	3	0.0491803278689
572339103	6	0	10	10	1.0	9	0	13	0	0.0	41	0	67	0	0.0	56	0	90	10	0.111111111111
572339113	0	0	0	0	nan	0	0	0	0	nan	41	0	261	2	0.00766283524904	41	0	261	2	0.00766283524904
572339114	0	0	0	0	nan	10	5	42	17	0.404761904762	31	3	146	14	0.0958904109589	41	8	188	31	0.164893617021
572339115	10	0	43	0	0.0	10	0	46	0	0.0	44	0	207	1	0.0048309178744	64	0	296	1	0.00337837837838
572339128	2	0	9	0	0.0	6	0	27	0	0.0	45	0	209	0	0.0	53	0	245	0	0.0
572339132	0	0	0	0	nan	0	0	0	0	nan	7	0	178	2	0.0112359550562	7	0	178	2	0.0112359550562
572339140	2	0	6	0	0.0	5	0	17	0	0.0	41	0	108	2	0.0185185185185	48	0	131	2	0.0152671755725
572339142	8	5	41	35	0.853658536585	6	3	27	24	0.888888888889	39	2	82	11	0.134146341463	53	10	150	70	0.466666666667
572339156	0	0	0	0	nan	4	0	9	0	0.0	26	0	45	1	0.0222222222222	30	0	54	1	0.0185185185185
572339157	0	0	0	0	nan	6	0	17	0	0.0	46	0	128	0	0.0	52	0	145	0	0.0
572339164	4	0	8	3	0.375	6	0	10	0	0.0	38	0	65	0	0.0	48	0	83	3	0.0361445783133
572339186	9	4	26	14	0.538461538462	13	0	38	0	0.0	14	0	43	0	0.0	36	4	107	14	0.130841121495
572339195	6	2	13	13	1.0	12	0	21	0	0.0	40	0	84	0	0.0	58	2	118	13	0.110169491525
572339212	2	1	9	9	1.0	2	2	12	11	0.916666666667	41	8	166	45	0.271084337349	45	11	187	65	0.347593582888
572339223	2	0	6	0	0.0	8	0	26	0	0.0	41	0	105	0	0.0	51	0	137	0	0.0
572339230	1	0	1	0	0.0	4	0	4	0	0.0	16	0	16	0	0.0	21	0	21	0	0.0
