Gene	CG_sites	mCG_sites	CG_reads	mCG_reads	CG_methylation_level	CHG_sites	mCHG_sites	CHG_reads	mCHG_reads	CHG_methylation_level	CHH_sites	mCHH_sites	CHH_reads	mCHH_reads	CHH_methylation_level	C_sites	mC_sites	C_reads	mC_reads	C_methylation_level
GSVIVG01000331001	13	7	96	59	0.614583333333	65	36	482	130	0.269709543568	233	1	1667	20	0.0119976004799	311	44	2245	209	0.0930957683742
GSVIVG01000333001	9	0	56	2	0.0357142857143	27	0	159	1	0.0062893081761	141	0	710	0	0.0	177	0	925	3	0.00324324324324
GSVIVG01000334001	2	0	9	0	0.0	10	0	44	0	0.0	58	0	190	1	0.00526315789474	70	0	243	1	0.00411522633745
GSVIVG01000336001	72	48	562	371	0.660142348754	140	1	1190	15	0.0126050420168	520	1	3983	15	0.00376600552347	732	50	5735	401	0.0699215344377
GSVIVG01000338001	58	56	482	457	0.948132780083	128	0	1162	8	0.00688468158348	564	0	4824	16	0.00331674958541	750	56	6468	481	0.0743661100804
GSVIVG01000339001	4	0	4	3	0.75	4	1	6	5	0.833333333333	32	0	95	0	0.0	40	1	105	8	0.0761904761905
GSVIVG01000343001	7	3	29	12	0.413793103448	1	1	7	5	0.714285714286	50	0	193	5	0.0259067357513	58	4	229	22	0.0960698689956
GSVIVG01000345001	7	3	38	22	0.578947368421	8	3	39	12	0.307692307692	67	1	239	4	0.0167364016736	82	7	316	38	0.120253164557
GSVIVG01000347001	7	6	26	17	0.653846153846	6	2	23	10	0.434782608696	27	0	62	0	0.0	40	8	111	27	0.243243243243
GSVIVG01000349001	23	1	99	3	0.030303030303	56	4	315	11	0.0349206349206	190	0	1015	4	0.00394088669951	269	5	1429	18	0.0125962211337
GSVIVG01000350001	4	4	43	42	0.976744186047	1	0	14	0	0.0	114	1	1302	22	0.0168970814132	119	5	1359	64	0.047093451067
GSVIVG01000351001	2	1	10	9	0.9	4	3	30	8	0.266666666667	56	0	418	3	0.00717703349282	62	4	458	20	0.0436681222707
GSVIVG01000352001	65	4	313	35	0.111821086262	100	14	535	109	0.203738317757	474	4	2678	26	0.00970873786408	639	22	3526	170	0.0482132728304
GSVIVG01000354001	4	2	19	13	0.684210526316	8	3	38	9	0.236842105263	94	1	430	3	0.00697674418605	106	6	487	25	0.0513347022587
GSVIVG01000357001	27	12	128	103	0.8046875	56	18	320	93	0.290625	185	2	1056	18	0.0170454545455	268	32	1504	214	0.142287234043
GSVIVG01000358001	2	2	10	9	0.9	4	2	48	10	0.208333333333	47	1	388	5	0.0128865979381	53	5	446	24	0.0538116591928
GSVIVG01000361001	2	0	2	0	0.0	0	0	0	0	nan	29	1	140	7	0.05	31	1	142	7	0.0492957746479
GSVIVG01000400001	34	8	275	23	0.0836363636364	128	0	1010	3	0.0029702970297	516	0	3966	8	0.00201714573878	678	8	5251	34	0.00647495715102
GSVIVG01000401001	55	5	274	15	0.0547445255474	55	0	256	4	0.015625	403	0	2110	5	0.00236966824645	513	5	2640	24	0.00909090909091
