Gene	CG_sites	mCG_sites	CG_reads	mCG_reads	CG_methylation_level	CHG_sites	mCHG_sites	CHG_reads	mCHG_reads	CHG_methylation_level	CHH_sites	mCHH_sites	CHH_reads	mCHH_reads	CHH_methylation_level	C_sites	mC_sites	C_reads	mC_reads	C_methylation_level
Sobic.002G290000	4	4	34	31	0.911764705882	16	0	169	1	0.00591715976331	44	0	475	0	0.0	64	4	678	32	0.047197640118
Sobic.002G290100	24	0	188	1	0.00531914893617	18	0	157	0	0.0	52	0	444	2	0.0045045045045	94	0	789	3	0.00380228136882
Sobic.002G290300	16	11	69	57	0.826086956522	21	0	109	0	0.0	53	0	149	0	0.0	90	11	327	57	0.174311926606
Sobic.002G290400	14	0	118	0	0.0	22	0	183	0	0.0	40	0	341	0	0.0	76	0	642	0	0.0
Sobic.002G290500	34	0	111	0	0.0	19	0	69	0	0.0	39	0	134	0	0.0	92	0	314	0	0.0
Sobic.002G290700	4	4	40	37	0.925	8	0	77	0	0.0	45	0	437	2	0.0045766590389	57	4	554	39	0.0703971119134
Sobic.002G290800	41	0	124	1	0.00806451612903	16	0	49	0	0.0	41	0	100	0	0.0	98	0	273	1	0.003663003663
Sobic.002G290900	4	3	21	18	0.857142857143	14	0	77	0	0.0	35	0	142	1	0.00704225352113	53	3	240	19	0.0791666666667
Sobic.002G291000	14	0	74	0	0.0	15	0	93	1	0.010752688172	39	0	212	0	0.0	68	0	379	1	0.00263852242744
Sobic.002G291132	4	0	42	0	0.0	4	0	35	0	0.0	41	0	307	0	0.0	49	0	384	0	0.0
Sobic.002G291200	19	0	34	0	0.0	8	0	10	0	0.0	22	0	23	0	0.0	49	0	67	0	0.0
Sobic.002G291300	8	8	90	86	0.955555555556	13	0	145	0	0.0	40	0	431	3	0.00696055684455	61	8	666	89	0.133633633634
Sobic.002G291400	31	0	109	0	0.0	15	0	51	0	0.0	40	0	96	0	0.0	86	0	256	0	0.0
Sobic.002G291500	44	0	150	1	0.00666666666667	21	0	72	0	0.0	39	0	116	0	0.0	104	0	338	1	0.00295857988166
Sobic.002G291600	36	1	171	2	0.0116959064327	20	0	89	0	0.0	33	0	154	0	0.0	89	1	414	2	0.0048309178744
Sobic.002G291700	1	0	8	0	0.0	0	0	0	0	nan	0	0	0	0	nan	1	0	8	0	0.0
Sobic.002G291800	10	6	105	51	0.485714285714	18	0	198	1	0.00505050505051	33	0	359	1	0.00278551532033	61	6	662	53	0.0800604229607
Sobic.002G292000	14	0	102	0	0.0	4	0	31	0	0.0	8	0	58	0	0.0	26	0	191	0	0.0
Sobic.002G292100	10	0	92	1	0.0108695652174	19	0	177	0	0.0	34	0	269	1	0.00371747211896	63	0	538	2	0.00371747211896
Sobic.002G292200	19	0	81	0	0.0	11	0	46	0	0.0	53	0	103	0	0.0	83	0	230	0	0.0
Sobic.002G292300	18	2	63	5	0.0793650793651	31	0	163	1	0.00613496932515	94	0	499	1	0.00200400801603	143	2	725	7	0.00965517241379
Sobic.002G292400	16	0	50	0	0.0	23	0	86	1	0.0116279069767	51	0	160	0	0.0	90	0	296	1	0.00337837837838
Sobic.002G292500	6	0	76	0	0.0	15	0	189	0	0.0	38	0	527	2	0.00379506641366	59	0	792	2	0.00252525252525
Sobic.002G292700	18	0	183	2	0.0109289617486	26	0	252	2	0.00793650793651	33	0	343	0	0.0	77	0	778	4	0.00514138817481
Sobic.002G292800	2	0	22	0	0.0	10	0	98	1	0.0102040816327	45	0	403	2	0.00496277915633	57	0	523	3	0.0057361376673
Sobic.002G292900	18	0	146	0	0.0	17	0	133	1	0.00751879699248	58	0	448	2	0.00446428571429	93	0	727	3	0.0041265474553
Sobic.002G293000	38	1	209	3	0.0143540669856	28	0	153	0	0.0	42	0	236	1	0.00423728813559	108	1	598	4	0.0066889632107
Sobic.002G293100	36	0	206	1	0.00485436893204	21	0	105	1	0.00952380952381	43	0	232	0	0.0	100	0	543	2	0.0036832412523
Sobic.002G293200	2	2	22	21	0.954545454545	17	0	186	0	0.0	44	0	416	0	0.0	63	2	624	21	0.0336538461538
Sobic.002G293300	16	0	132	2	0.0151515151515	8	0	72	0	0.0	49	0	325	3	0.00923076923077	73	0	529	5	0.00945179584121
Sobic.002G293400	30	0	122	2	0.016393442623	21	0	67	0	0.0	27	0	52	0	0.0	78	0	241	2	0.00829875518672
Sobic.002G293500	2	2	31	24	0.774193548387	20	0	184	1	0.0054347826087	42	0	430	2	0.0046511627907	64	2	645	27	0.0418604651163
Sobic.002G293600	10	0	105	1	0.00952380952381	17	0	180	0	0.0	47	0	504	4	0.00793650793651	74	0	789	5	0.0063371356147
Sobic.002G293700	20	0	33	0	0.0	15	0	26	0	0.0	53	0	72	1	0.0138888888889	88	0	131	1	0.00763358778626
Sobic.002G293800	10	0	79	0	0.0	15	0	113	1	0.00884955752212	46	0	393	0	0.0	71	0	585	1	0.0017094017094
Sobic.002G293900	18	1	94	4	0.0425531914894	8	0	32	0	0.0	51	0	232	0	0.0	77	1	358	4	0.0111731843575
Sobic.002G293950	28	2	123	11	0.0894308943089	17	0	90	1	0.0111111111111	33	3	200	9	0.045	78	5	413	21	0.0508474576271
Sobic.002G294000	16	0	73	0	0.0	14	0	60	0	0.0	54	0	242	0	0.0	84	0	375	0	0.0
Sobic.002G294100	8	8	77	70	0.909090909091	20	0	202	0	0.0	46	0	362	0	0.0	74	8	641	70	0.109204368175
Sobic.002G294200	29	0	84	1	0.0119047619048	11	0	32	0	0.0	23	0	50	0	0.0	63	0	166	1	0.00602409638554
Sobic.002G294400	6	2	59	16	0.271186440678	16	0	166	0	0.0	51	0	520	0	0.0	73	2	745	16	0.0214765100671
Sobic.002G294500	34	0	87	0	0.0	21	0	46	0	0.0	35	0	67	0	0.0	90	0	200	0	0.0
Sobic.002G294600	24	0	84	1	0.0119047619048	21	0	89	0	0.0	48	0	140	0	0.0	93	0	313	1	0.00319488817891
Sobic.002G294700	0	0	0	0	nan	0	0	0	0	nan	1	0	3	0	0.0	1	0	3	0	0.0
Sobic.002G294800	31	0	152	3	0.0197368421053	23	0	115	0	0.0	43	0	217	0	0.0	97	0	484	3	0.00619834710744
Sobic.002G295000	28	0	76	0	0.0	18	0	50	0	0.0	20	0	67	0	0.0	66	0	193	0	0.0
Sobic.002G295100	4	0	39	0	0.0	21	0	187	0	0.0	44	0	356	1	0.00280898876404	69	0	582	1	0.00171821305842
Sobic.002G295500	31	0	145	0	0.0	14	0	46	0	0.0	42	0	108	0	0.0	87	0	299	0	0.0
Sobic.002G295600	31	0	101	1	0.00990099009901	18	0	67	0	0.0	10	0	31	0	0.0	59	0	199	1	0.00502512562814
Sobic.002G295700	2	2	20	18	0.9	10	0	94	0	0.0	44	0	429	1	0.002331002331	56	2	543	19	0.0349907918969
Sobic.002G295800	30	0	160	0	0.0	15	0	74	0	0.0	50	0	298	0	0.0	95	0	532	0	0.0
Sobic.002G295900	13	0	38	0	0.0	9	0	32	0	0.0	19	0	64	0	0.0	41	0	134	0	0.0
Sobic.002G296000	2	0	19	0	0.0	17	0	220	0	0.0	42	0	545	7	0.0128440366972	61	0	784	7	0.00892857142857
Sobic.002G296100	25	0	115	1	0.00869565217391	14	0	57	0	0.0	32	0	103	0	0.0	71	0	275	1	0.00363636363636
Sobic.002G296200	4	2	48	22	0.458333333333	12	0	145	0	0.0	42	1	520	6	0.0115384615385	58	3	713	28	0.039270687237
Sobic.002G296300	14	0	184	0	0.0	11	0	138	1	0.00724637681159	43	0	504	3	0.00595238095238	68	0	826	4	0.00484261501211
Sobic.002G296400	9	0	34	0	0.0	2	0	10	0	0.0	7	0	25	1	0.04	18	0	69	1	0.0144927536232
Sobic.002G296600	4	0	34	0	0.0	17	0	147	0	0.0	48	0	331	0	0.0	69	0	512	0	0.0
Sobic.002G296900	22	0	110	0	0.0	30	0	156	0	0.0	35	0	156	0	0.0	87	0	422	0	0.0
Sobic.002G297000	8	0	40	0	0.0	25	0	130	0	0.0	45	0	214	0	0.0	78	0	384	0	0.0
Sobic.002G297100	4	0	45	0	0.0	14	0	151	2	0.0132450331126	39	0	404	1	0.00247524752475	57	0	600	3	0.005
Sobic.002G297200	8	8	82	75	0.914634146341	17	0	157	0	0.0	43	0	385	3	0.00779220779221	68	8	624	78	0.125
Sobic.002G297300	2	0	26	0	0.0	15	0	206	1	0.00485436893204	39	0	524	1	0.00190839694656	56	0	756	2	0.0026455026455
Sobic.002G297400	14	2	127	13	0.102362204724	10	0	94	0	0.0	56	0	419	2	0.00477326968974	80	2	640	15	0.0234375
Sobic.002G297500	10	0	82	0	0.0	22	0	168	0	0.0	43	0	320	0	0.0	75	0	570	0	0.0
Sobic.002G297600	12	0	159	1	0.0062893081761	17	0	227	0	0.0	43	0	592	0	0.0	72	0	978	1	0.00102249488753
Sobic.002G297700	40	0	209	1	0.00478468899522	25	0	114	0	0.0	43	0	172	1	0.00581395348837	108	0	495	2	0.0040404040404
Sobic.002G297800	10	10	72	61	0.847222222222	24	0	181	2	0.0110497237569	48	0	363	1	0.00275482093664	82	10	616	64	0.103896103896
Sobic.002G297900	1	0	10	0	0.0	6	0	34	1	0.0294117647059	5	0	33	0	0.0	12	0	77	1	0.012987012987
Sobic.002G298100	17	0	46	0	0.0	10	0	31	0	0.0	28	0	78	0	0.0	55	0	155	0	0.0
Sobic.002G298201	6	0	32	0	0.0	17	0	115	0	0.0	46	0	308	0	0.0	69	0	455	0	0.0
Sobic.002G298300	19	0	77	0	0.0	12	0	48	1	0.0208333333333	30	0	100	1	0.01	61	0	225	2	0.00888888888889
Sobic.002G298400	7	0	43	0	0.0	5	0	33	0	0.0	32	0	240	1	0.00416666666667	44	0	316	1	0.00316455696203
Sobic.002G298500	4	0	12	0	0.0	2	0	7	0	0.0	16	0	38	0	0.0	22	0	57	0	0.0
Sobic.002G298600	4	0	23	0	0.0	0	0	0	0	nan	13	0	37	0	0.0	17	0	60	0	0.0
Sobic.002G298700	48	0	115	0	0.0	30	0	68	0	0.0	35	0	105	0	0.0	113	0	288	0	0.0
Sobic.002G298900	0	0	0	0	nan	16	0	183	0	0.0	37	0	463	2	0.00431965442765	53	0	646	2	0.0030959752322
Sobic.002G299000	15	0	81	0	0.0	12	0	50	1	0.02	37	0	117	0	0.0	64	0	248	1	0.00403225806452
Sobic.002G299100	22	0	158	0	0.0	24	0	170	1	0.00588235294118	26	0	214	0	0.0	72	0	542	1	0.00184501845018
Sobic.002G299200	20	0	203	1	0.00492610837438	13	0	128	1	0.0078125	45	0	510	2	0.00392156862745	78	0	841	4	0.00475624256837
Sobic.002G299400	4	0	53	0	0.0	15	0	219	2	0.00913242009132	35	0	439	0	0.0	54	0	711	2	0.0028129395218
Sobic.002G299500	5	3	38	20	0.526315789474	17	0	120	0	0.0	47	0	337	1	0.00296735905045	69	3	495	21	0.0424242424242
Sobic.002G299600	2	2	21	10	0.47619047619	8	0	85	0	0.0	45	0	472	0	0.0	55	2	578	10	0.0173010380623
Sobic.002G299700	25	0	114	0	0.0	12	0	58	0	0.0	42	0	145	2	0.0137931034483	79	0	317	2	0.00630914826498
Sobic.002G299800	25	0	63	0	0.0	11	0	20	0	0.0	45	0	110	1	0.00909090909091	81	0	193	1	0.00518134715026
Sobic.002G299900	12	0	112	0	0.0	17	0	108	0	0.0	51	0	306	0	0.0	80	0	526	0	0.0
Sobic.002G300000	46	0	226	0	0.0	31	0	163	0	0.0	32	0	110	0	0.0	109	0	499	0	0.0
Sobic.002G300100	43	0	133	0	0.0	33	0	112	0	0.0	31	0	100	1	0.01	107	0	345	1	0.00289855072464
Sobic.002G300300	2	0	7	0	0.0	10	0	66	0	0.0	50	0	210	0	0.0	62	0	283	0	0.0
Sobic.002G300400	14	0	138	0	0.0	12	0	116	1	0.00862068965517	42	0	376	0	0.0	68	0	630	1	0.0015873015873
Sobic.002G300500	28	0	126	0	0.0	20	0	90	1	0.0111111111111	53	0	250	1	0.004	101	0	466	2	0.00429184549356
Sobic.002G300600	18	0	163	1	0.00613496932515	14	0	103	1	0.00970873786408	35	0	240	0	0.0	67	0	506	2	0.00395256916996
Sobic.002G300700	8	0	54	0	0.0	12	0	81	1	0.0123456790123	46	0	325	1	0.00307692307692	66	0	460	2	0.00434782608696
Sobic.002G300800	20	0	127	0	0.0	27	0	181	0	0.0	45	0	283	0	0.0	92	0	591	0	0.0
Sobic.002G300850	0	0	0	0	nan	0	0	0	0	nan	1	0	11	1	0.0909090909091	1	0	11	1	0.0909090909091
Sobic.002G300900	6	0	53	0	0.0	19	0	169	1	0.00591715976331	53	0	406	0	0.0	78	0	628	1	0.0015923566879
Sobic.002G301000	16	0	137	0	0.0	12	0	99	0	0.0	43	0	367	1	0.00272479564033	71	0	603	1	0.0016583747927
Sobic.002G301200	10	0	67	0	0.0	19	0	140	1	0.00714285714286	48	0	359	0	0.0	77	0	566	1	0.0017667844523
Sobic.002G301300	14	0	148	0	0.0	14	0	142	0	0.0	40	0	401	1	0.00249376558603	68	0	691	1	0.00144717800289
Sobic.002G301400	10	10	124	108	0.870967741935	13	0	139	2	0.0143884892086	42	0	455	1	0.0021978021978	65	10	718	111	0.154596100279
Sobic.002G301500	9	0	50	0	0.0	7	0	26	0	0.0	28	1	207	3	0.0144927536232	44	1	283	3	0.0106007067138
Sobic.002G301600	16	0	81	0	0.0	14	0	72	0	0.0	52	0	250	2	0.008	82	0	403	2	0.00496277915633
Sobic.002G301800	12	10	112	111	0.991071428571	12	0	95	0	0.0	51	0	375	5	0.0133333333333	75	10	582	116	0.199312714777
Sobic.002G301900	2	0	10	0	0.0	6	0	38	0	0.0	22	0	154	0	0.0	30	0	202	0	0.0
Sobic.002G302000	7	0	33	0	0.0	15	0	60	0	0.0	24	0	102	0	0.0	46	0	195	0	0.0
Sobic.002G302200	16	0	52	0	0.0	21	0	86	0	0.0	46	0	192	0	0.0	83	0	330	0	0.0
Sobic.002G302300	44	0	132	1	0.00757575757576	23	0	56	0	0.0	35	0	71	1	0.0140845070423	102	0	259	2	0.00772200772201
Sobic.002G302400	2	2	15	13	0.866666666667	9	8	78	37	0.474358974359	45	1	358	10	0.0279329608939	56	11	451	60	0.133037694013
Sobic.002G302500	0	0	0	0	nan	0	0	0	0	nan	1	0	2	0	0.0	1	0	2	0	0.0
Sobic.002G302600	6	6	28	28	1.0	15	0	85	0	0.0	53	0	317	2	0.00630914826498	74	6	430	30	0.0697674418605
Sobic.002G302700	2	0	12	0	0.0	2	0	12	0	0.0	5	0	29	0	0.0	9	0	53	0	0.0
Sobic.002G302800	6	6	64	56	0.875	16	0	170	0	0.0	41	0	482	2	0.00414937759336	63	6	716	58	0.0810055865922
Sobic.002G302900	6	4	54	21	0.388888888889	18	0	164	0	0.0	36	0	313	0	0.0	60	4	531	21	0.0395480225989
Sobic.002G303000	38	0	248	0	0.0	21	0	117	1	0.00854700854701	39	0	248	0	0.0	98	0	613	1	0.00163132137031
Sobic.002G303100	8	6	83	52	0.626506024096	15	0	185	1	0.00540540540541	42	0	471	1	0.00212314225053	65	6	739	54	0.0730717185386
Sobic.002G303200	14	0	84	0	0.0	9	0	50	0	0.0	13	0	74	0	0.0	36	0	208	0	0.0
Sobic.002G303300	8	8	72	68	0.944444444444	19	0	195	2	0.0102564102564	46	0	445	5	0.0112359550562	73	8	712	75	0.105337078652
Sobic.002G303400	4	2	16	12	0.75	9	4	38	20	0.526315789474	37	0	147	3	0.0204081632653	50	6	201	35	0.174129353234
Sobic.002G303500	16	1	88	2	0.0227272727273	15	0	82	1	0.0121951219512	57	0	241	1	0.00414937759336	88	1	411	4	0.00973236009732
Sobic.002G303600	6	0	57	0	0.0	14	0	136	0	0.0	40	0	398	2	0.00502512562814	60	0	591	2	0.00338409475465
Sobic.002G303700	25	0	85	0	0.0	18	0	78	0	0.0	40	0	155	1	0.00645161290323	83	0	318	1	0.00314465408805
Sobic.002G303800	36	0	109	1	0.00917431192661	21	0	49	0	0.0	43	0	93	0	0.0	100	0	251	1	0.00398406374502
Sobic.002G303900	10	2	82	9	0.109756097561	32	0	297	1	0.003367003367	84	1	758	3	0.00395778364116	126	3	1137	13	0.0114335971856
Sobic.002G303950	2	0	16	0	0.0	16	0	153	0	0.0	42	0	411	1	0.00243309002433	60	0	580	1	0.00172413793103
Sobic.002G304000	6	6	54	44	0.814814814815	10	0	116	2	0.0172413793103	51	1	679	2	0.00294550810015	67	7	849	48	0.0565371024735
Sobic.002G304100	11	0	43	0	0.0	11	0	29	0	0.0	6	0	15	0	0.0	28	0	87	0	0.0
Sobic.002G304300	8	0	65	0	0.0	20	0	158	1	0.00632911392405	47	0	400	1	0.0025	75	0	623	2	0.00321027287319
Sobic.002G304500	17	0	68	0	0.0	7	0	29	0	0.0	12	0	51	0	0.0	36	0	148	0	0.0
Sobic.002G304700	4	0	54	0	0.0	21	0	285	2	0.00701754385965	36	0	440	4	0.00909090909091	61	0	779	6	0.00770218228498
Sobic.002G304900	32	0	166	1	0.00602409638554	20	0	91	1	0.010989010989	52	0	224	0	0.0	104	0	481	2	0.004158004158
Sobic.002G305000	20	0	74	0	0.0	4	0	19	0	0.0	15	0	57	0	0.0	39	0	150	0	0.0
Sobic.002G305100	7	0	20	0	0.0	11	0	32	0	0.0	11	0	38	0	0.0	29	0	90	0	0.0
Sobic.002G305200	18	0	110	1	0.00909090909091	10	0	54	0	0.0	31	0	68	1	0.0147058823529	59	0	232	2	0.00862068965517
Sobic.002G305500	6	0	72	1	0.0138888888889	8	1	105	7	0.0666666666667	54	0	678	1	0.00147492625369	68	1	855	9	0.0105263157895
Sobic.002G305600	23	0	93	0	0.0	22	0	74	0	0.0	32	0	93	0	0.0	77	0	260	0	0.0
Sobic.002G305700	36	0	114	0	0.0	19	0	61	1	0.016393442623	35	0	97	0	0.0	90	0	272	1	0.00367647058824
Sobic.002G305750	10	4	75	21	0.28	7	0	47	2	0.0425531914894	46	0	361	6	0.016620498615	63	4	483	29	0.0600414078675
Sobic.002G305800	8	0	48	0	0.0	7	0	46	0	0.0	34	0	168	0	0.0	49	0	262	0	0.0
Sobic.002G306000	4	2	52	24	0.461538461538	9	0	126	0	0.0	41	0	568	2	0.00352112676056	54	2	746	26	0.0348525469169
Sobic.002G306100	4	0	49	0	0.0	18	0	204	0	0.0	40	0	425	1	0.00235294117647	62	0	678	1	0.00147492625369
Sobic.002G306300	1	0	9	0	0.0	0	0	0	0	nan	0	0	0	0	nan	1	0	9	0	0.0
Sobic.002G306400	16	0	167	3	0.0179640718563	22	0	238	0	0.0	44	0	428	1	0.00233644859813	82	0	833	4	0.00480192076831
Sobic.002G306500	27	0	110	0	0.0	19	0	80	0	0.0	32	0	102	0	0.0	78	0	292	0	0.0
Sobic.002G306600	6	6	60	56	0.933333333333	14	0	194	2	0.0103092783505	35	0	509	2	0.00392927308448	55	6	763	60	0.0786369593709
Sobic.002G306700	17	0	95	1	0.0105263157895	6	0	31	0	0.0	2	0	13	0	0.0	25	0	139	1	0.00719424460432
Sobic.002G306800	46	0	112	0	0.0	24	0	70	0	0.0	39	0	117	1	0.00854700854701	109	0	299	1	0.00334448160535
Sobic.002G306900	10	0	118	1	0.00847457627119	11	0	131	0	0.0	55	0	623	3	0.00481540930979	76	0	872	4	0.0045871559633
Sobic.002G307400	8	0	57	0	0.0	9	0	62	0	0.0	48	0	322	0	0.0	65	0	441	0	0.0
Sobic.002G307500	10	6	109	55	0.504587155963	30	0	296	1	0.00337837837838	94	0	791	3	0.00379266750948	134	6	1196	59	0.0493311036789
Sobic.002G307600	4	2	34	15	0.441176470588	20	0	166	1	0.00602409638554	54	0	270	1	0.0037037037037	78	2	470	17	0.036170212766
Sobic.002G307800	12	2	113	12	0.106194690265	22	0	224	0	0.0	40	0	442	4	0.00904977375566	74	2	779	16	0.0205391527599
Sobic.002G307900	36	0	192	0	0.0	21	0	117	1	0.00854700854701	44	0	258	0	0.0	101	0	567	1	0.00176366843034
Sobic.002G308000	10	2	91	11	0.120879120879	12	0	129	1	0.0077519379845	51	0	499	1	0.00200400801603	73	2	719	13	0.0180806675939
Sobic.002G308200	20	0	109	0	0.0	12	0	58	0	0.0	63	0	295	1	0.00338983050847	95	0	462	1	0.0021645021645
Sobic.002G308300	0	0	0	0	nan	15	0	219	0	0.0	44	0	589	2	0.00339558573854	59	0	808	2	0.00247524752475
Sobic.002G308400	6	0	22	0	0.0	10	0	43	0	0.0	46	0	127	1	0.00787401574803	62	0	192	1	0.00520833333333
Sobic.002G308500	4	4	31	30	0.967741935484	10	0	78	0	0.0	43	0	331	2	0.00604229607251	57	4	440	32	0.0727272727273
Sobic.002G308700	2	2	22	22	1.0	18	0	209	0	0.0	49	0	508	0	0.0	69	2	739	22	0.0297699594046
Sobic.002G308800	2	2	22	22	1.0	13	0	151	0	0.0	40	0	415	0	0.0	55	2	588	22	0.0374149659864
Sobic.002G308900	39	0	234	1	0.0042735042735	21	0	138	0	0.0	38	0	218	0	0.0	98	0	590	1	0.00169491525424
Sobic.002G309000	26	0	80	0	0.0	18	0	55	0	0.0	57	0	186	0	0.0	101	0	321	0	0.0
Sobic.002G309100	46	0	103	0	0.0	31	0	77	0	0.0	33	0	122	2	0.016393442623	110	0	302	2	0.00662251655629
Sobic.002G309150	6	0	58	0	0.0	19	0	168	0	0.0	48	0	413	1	0.00242130750605	73	0	639	1	0.00156494522692
Sobic.002G309200	0	0	0	0	nan	1	0	12	0	0.0	1	0	6	0	0.0	2	0	18	0	0.0
Sobic.002G309400	2	0	23	0	0.0	4	0	43	1	0.0232558139535	47	0	486	0	0.0	53	0	552	1	0.0018115942029
Sobic.002G309500	32	0	105	0	0.0	18	0	64	0	0.0	51	0	153	0	0.0	101	0	322	0	0.0
Sobic.002G309600	17	0	71	1	0.0140845070423	9	0	38	0	0.0	45	0	101	1	0.00990099009901	71	0	210	2	0.00952380952381
Sobic.002G309700	26	0	65	0	0.0	16	0	41	0	0.0	48	0	79	0	0.0	90	0	185	0	0.0
Sobic.002G309800	16	16	156	146	0.935897435897	11	0	107	0	0.0	49	0	419	3	0.00715990453461	76	16	682	149	0.218475073314
Sobic.002G309900	8	0	134	0	0.0	11	0	177	0	0.0	45	0	702	0	0.0	64	0	1013	0	0.0
Sobic.002G310200	1	0	3	0	0.0	0	0	0	0	nan	0	0	0	0	nan	1	0	3	0	0.0
Sobic.002G310300	32	0	195	1	0.00512820512821	16	0	90	0	0.0	36	0	147	0	0.0	84	0	432	1	0.00231481481481
Sobic.002G310500	20	0	54	0	0.0	17	0	55	0	0.0	39	0	155	0	0.0	76	0	264	0	0.0
Sobic.002G310600	26	0	147	2	0.0136054421769	21	0	132	0	0.0	54	0	287	0	0.0	101	0	566	2	0.00353356890459
Sobic.002G310800	2	0	12	0	0.0	14	0	74	0	0.0	25	0	132	1	0.00757575757576	41	0	218	1	0.0045871559633
Sobic.002G310900	24	0	110	0	0.0	15	0	76	0	0.0	52	0	281	0	0.0	91	0	467	0	0.0
Sobic.002G311000	11	0	81	1	0.0123456790123	13	0	106	0	0.0	49	0	435	1	0.00229885057471	73	0	622	2	0.0032154340836
Sobic.002G311100	10	0	91	0	0.0	22	1	212	2	0.00943396226415	50	0	451	3	0.00665188470067	82	1	754	5	0.00663129973475
Sobic.002G311200	30	0	190	1	0.00526315789474	21	0	130	1	0.00769230769231	52	0	334	2	0.0059880239521	103	0	654	4	0.00611620795107
Sobic.002G311300	37	0	168	2	0.0119047619048	18	0	94	0	0.0	43	0	105	0	0.0	98	0	367	2	0.00544959128065
Sobic.002G311350	2	1	22	2	0.0909090909091	4	4	40	18	0.45	35	3	335	12	0.0358208955224	41	8	397	32	0.080604534005
Sobic.002G311400	6	0	25	0	0.0	7	0	28	0	0.0	16	0	58	1	0.0172413793103	29	0	111	1	0.00900900900901
Sobic.002G311501	16	0	87	0	0.0	10	0	47	0	0.0	41	0	235	1	0.00425531914894	67	0	369	1	0.00271002710027
Sobic.002G311601	12	0	79	0	0.0	8	0	44	0	0.0	38	0	149	2	0.0134228187919	58	0	272	2	0.00735294117647
Sobic.002G311900	4	0	19	0	0.0	4	0	29	0	0.0	19	0	134	0	0.0	27	0	182	0	0.0
Sobic.002G312200	50	0	225	1	0.00444444444444	33	0	160	0	0.0	26	0	101	1	0.00990099009901	109	0	486	2	0.00411522633745
Sobic.002G312300	38	0	197	0	0.0	27	0	138	0	0.0	38	0	191	1	0.00523560209424	103	0	526	1	0.00190114068441
Sobic.002G312400	31	23	279	185	0.663082437276	48	0	427	1	0.00234192037471	125	0	990	3	0.0030303030303	204	23	1696	189	0.111438679245
Sobic.002G312500	9	7	68	63	0.926470588235	14	0	105	0	0.0	53	0	190	1	0.00526315789474	76	7	363	64	0.176308539945
Sobic.002G312550	2	0	18	0	0.0	14	0	137	0	0.0	30	0	400	0	0.0	46	0	555	0	0.0
Sobic.002G312600	12	10	118	90	0.762711864407	15	0	151	0	0.0	45	0	429	0	0.0	72	10	698	90	0.12893982808
Sobic.002G312700	18	0	112	0	0.0	14	0	81	0	0.0	43	0	222	0	0.0	75	0	415	0	0.0
Sobic.002G312800	4	0	34	1	0.0294117647059	20	1	192	3	0.015625	42	0	313	1	0.00319488817891	66	1	539	5	0.00927643784787
Sobic.002G312900	20	20	152	142	0.934210526316	22	0	174	2	0.0114942528736	42	0	332	0	0.0	84	20	658	144	0.218844984802
Sobic.002G313000	12	0	41	1	0.0243902439024	18	0	58	0	0.0	34	0	107	1	0.00934579439252	64	0	206	2	0.00970873786408
Sobic.002G313100	4	0	39	0	0.0	14	0	177	1	0.00564971751412	50	0	674	2	0.00296735905045	68	0	890	3	0.00337078651685
Sobic.002G313300	0	0	0	0	nan	16	0	150	0	0.0	41	0	352	2	0.00568181818182	57	0	502	2	0.00398406374502
Sobic.002G313400	10	3	50	25	0.5	24	0	119	1	0.00840336134454	54	0	145	0	0.0	88	3	314	26	0.0828025477707
Sobic.002G313500	10	0	65	0	0.0	6	0	46	0	0.0	22	0	103	0	0.0	38	0	214	0	0.0
Sobic.002G313600	8	8	63	62	0.984126984127	15	0	96	0	0.0	53	0	386	2	0.00518134715026	76	8	545	64	0.117431192661
Sobic.002G313700	32	0	168	0	0.0	26	0	135	1	0.00740740740741	40	0	197	1	0.00507614213198	98	0	500	2	0.004
Sobic.002G313800	35	0	151	1	0.00662251655629	26	0	104	0	0.0	35	0	106	0	0.0	96	0	361	1	0.00277008310249
Sobic.002G313850	14	0	156	1	0.00641025641026	15	0	164	0	0.0	32	0	331	1	0.00302114803625	61	0	651	2	0.00307219662058
Sobic.002G313900	18	11	91	40	0.43956043956	20	0	98	1	0.0102040816327	45	0	219	1	0.00456621004566	83	11	408	42	0.102941176471
Sobic.002G314100	0	0	0	0	nan	0	0	0	0	nan	1	0	1	0	0.0	1	0	1	0	0.0
Sobic.002G314200	40	2	169	8	0.0473372781065	23	0	96	0	0.0	45	0	193	0	0.0	108	2	458	8	0.0174672489083
Sobic.002G314300	26	0	110	0	0.0	20	0	79	0	0.0	36	0	164	1	0.00609756097561	82	0	353	1	0.0028328611898
Sobic.002G314400	6	0	18	0	0.0	2	0	7	0	0.0	8	0	11	0	0.0	16	0	36	0	0.0
Sobic.002G314700	12	0	88	0	0.0	16	0	119	0	0.0	48	0	339	3	0.00884955752212	76	0	546	3	0.00549450549451
Sobic.002G314800	12	0	78	0	0.0	15	0	99	1	0.010101010101	52	0	183	2	0.0109289617486	79	0	360	3	0.00833333333333
Sobic.002G314900	2	0	7	0	0.0	7	0	15	0	0.0	10	0	26	0	0.0	19	0	48	0	0.0
Sobic.002G314950	10	0	85	0	0.0	12	0	95	0	0.0	55	0	397	2	0.00503778337531	77	0	577	2	0.00346620450607
Sobic.002G315000	8	0	66	0	0.0	10	0	82	1	0.0121951219512	60	0	335	2	0.00597014925373	78	0	483	3	0.00621118012422
